TRANSACTION_ID,TRANS_DT,STORE_ID,CUSTOMER_ID,PRODUCT_ID,DEP,SUBDEP,CAT,SUBCAT,QUANTITY,UNIT_COST,UNIT_PRICE,FEATURE
22945045,2013-11-05 00:00:00,35,5153804,3503,367,21,93,270,1,1.5532,5.99,Regular
23664474,2013-11-05 00:00:00,36,881142,3503,367,21,93,270,1,1.524,5.99,Regular
24135473,2013-11-05 00:00:00,37,5400419,3503,367,21,93,270,1,1.5408,5.99,Regular
24636876,2013-11-05 00:00:00,38,3263347,3503,367,21,93,270,1,1.5408,5.99,Regular
25052751,2013-11-05 00:00:00,39,NULL,3503,367,21,93,270,1,1.5467,5.99,Regular
218218,2013-11-05 00:00:00,5,5763937,3503,367,21,93,270,1,1.5547,5.99,Regular
218693,2013-11-05 00:00:00,5,5763894,3503,367,21,93,270,3,1.5547,5.99,Regular
656485,2013-11-05 00:00:00,6,5721920,3503,367,21,93,270,1,1.5454,5.99,Regular
5463708,2013-11-05 00:00:00,10,1106783,3503,367,21,93,270,1,1.5489,5.99,Regular
7209606,2013-11-05 00:00:00,12,1388740,3503,367,21,93,270,1,1.5463,5.99,Regular
8373456,2013-11-05 00:00:00,14,1589181,3503,367,21,93,270,3,1.5458,5.99,Regular
8374222,2013-11-05 00:00:00,14,1641567,3503,367,21,93,270,1,1.5458,5.99,Regular
8374205,2013-11-05 00:00:00,14,1641601,3503,367,21,93,270,1,1.5458,5.99,Regular
8918980,2013-11-05 00:00:00,15,1744914,3503,367,21,93,270,1,1.5422,5.99,Regular
8915642,2013-11-05 00:00:00,15,16598,3503,367,21,93,270,1,1.5422,5.99,Regular
8918323,2013-11-05 00:00:00,15,12917,3503,367,21,93,270,1,1.5422,5.99,Regular
8918298,2013-11-05 00:00:00,15,12931,3503,367,21,93,270,1,1.5422,5.99,Regular
8917725,2013-11-05 00:00:00,15,2266254,3503,367,21,93,270,1,1.5422,5.99,Regular
10259241,2013-11-06 00:00:00,16,2032223,3503,367,21,93,270,2,1.5532,5.99,Regular
10260959,2013-11-06 00:00:00,16,19295,3503,367,21,93,270,1,1.5532,5.99,Regular
13089010,2013-11-06 00:00:00,21,3139254,3503,367,21,93,270,1,1.5512,5.99,Regular
18402668,2013-11-06 00:00:00,28,5781805,3503,367,21,93,270,1,1.5472,5.99,Regular
18850209,2013-11-06 00:00:00,29,2781895,3503,367,21,93,270,1,1.5549,5.99,Regular
20949655,2013-11-06 00:00:00,33,4975887,3503,367,21,93,270,1,1.5482,5.99,Regular
24137897,2013-11-06 00:00:00,37,5392644,3503,367,21,93,270,1,1.5408,5.99,Regular
25055129,2013-11-06 00:00:00,39,5503680,3503,367,21,93,270,1,1.5467,5.99,Regular
25743875,2013-11-06 00:00:00,40,3703092,3503,367,21,93,270,1,1.5645,5.99,Regular
218963,2013-11-06 00:00:00,5,83025,3503,367,21,93,270,1,1.5547,5.99,Regular
218929,2013-11-06 00:00:00,5,83044,3503,367,21,93,270,1,1.5547,5.99,Regular
220121,2013-11-06 00:00:00,5,36832,3503,367,21,93,270,1,1.5547,5.99,Regular
4437023,2013-11-06 00:00:00,9,1023127,3503,367,21,93,270,1,1.5437,5.99,Regular
5468448,2013-11-06 00:00:00,10,1209952,3503,367,21,93,270,1,1.5364,5.99,Regular
5466604,2013-11-06 00:00:00,10,1091961,3503,367,21,93,270,1,1.5364,5.99,Regular
7212683,2013-11-06 00:00:00,12,NULL,3503,367,21,93,270,1,1.5463,5.99,Regular
7212548,2013-11-06 00:00:00,12,1390835,3503,367,21,93,270,1,1.5463,5.99,Regular
8376088,2013-11-06 00:00:00,14,1649429,3503,367,21,93,270,1,1.5458,5.99,Regular
8922560,2013-11-06 00:00:00,15,23904,3503,367,21,93,270,2,1.5412,5.99,Regular
8920196,2013-11-06 00:00:00,15,4013724,3503,367,21,93,270,1,1.5412,5.99,Regular
8923569,2013-11-06 00:00:00,15,1772205,3503,367,21,93,270,1,1.5412,5.99,Regular
10262383,2013-11-07 00:00:00,16,2075970,3503,367,21,93,270,1,1.5532,5.99,Regular
12160483,2013-11-07 00:00:00,20,9777,3503,367,21,93,270,12,1.537,5.99,Regular
13090883,2013-11-07 00:00:00,21,3228044,3503,367,21,93,270,1,1.5512,5.99,Regular
16417596,2013-11-07 00:00:00,25,4036460,3503,367,21,93,270,1,1.5434,5.99,Regular
16417338,2013-11-07 00:00:00,25,10273,3503,367,21,93,270,3,1.5434,5.99,Regular
17234990,2013-11-07 00:00:00,26,3384149,3503,367,21,93,270,1,1.5469,5.99,Regular
18404844,2013-11-07 00:00:00,28,4330281,3503,367,21,93,270,1,1.5472,5.99,Regular
20952078,2013-11-07 00:00:00,33,4975742,3503,367,21,93,270,1,1.545,5.99,Regular
22949690,2013-11-07 00:00:00,35,5144786,3503,367,21,93,270,1,1.5532,5.99,Regular
668393,2013-11-07 00:00:00,6,328795,3503,367,21,93,270,1,1.5454,5.99,Regular
670120,2013-11-07 00:00:00,6,NULL,3503,367,21,93,270,1,1.5454,5.99,Regular
8377071,2013-11-07 00:00:00,14,1603080,3503,367,21,93,270,1,1.5394,5.99,Regular
8925550,2013-11-07 00:00:00,15,11920,3503,367,21,93,270,10,1.5412,5.99,Regular
8924752,2013-11-07 00:00:00,15,3482852,3503,367,21,93,270,9,1.5412,5.99,Regular
8927915,2013-11-07 00:00:00,15,3111734,3503,367,21,93,270,1,1.5378,5.99,Regular
8927473,2013-11-07 00:00:00,15,NULL,3503,367,21,93,270,1,1.5412,5.99,Regular
8924100,2013-11-07 00:00:00,15,NULL,3503,367,21,93,270,1,1.5412,5.99,Regular
8926212,2013-11-07 00:00:00,15,1950931,3503,367,21,93,270,1,1.5412,5.99,Regular
10264959,2013-11-08 00:00:00,16,2073348,3503,367,21,93,270,1,1.5475,5.99,Regular
10265265,2013-11-08 00:00:00,16,2122175,3503,367,21,93,270,1,1.5475,5.99,Regular
10943386,2013-11-08 00:00:00,17,12112,3503,367,21,93,270,1,1.545,5.99,Regular
11549813,2013-11-08 00:00:00,18,2273703,3503,367,21,93,270,1,1.5419,5.99,Regular
18406006,2013-11-08 00:00:00,28,4323440,3503,367,21,93,270,1,1.5472,5.99,Regular
18853810,2013-11-08 00:00:00,29,4485757,3503,367,21,93,270,1,1.5549,5.99,Regular
20955137,2013-11-08 00:00:00,33,4959922,3503,367,21,93,270,4,1.545,5.99,Regular
20045489,2013-11-08 00:00:00,31,4773403,3503,367,21,93,270,1,1.5509,5.99,Regular
22951864,2013-11-08 00:00:00,35,5203956,3503,367,21,93,270,1,1.5492,5.99,Regular
673405,2013-11-08 00:00:00,6,110679,3503,367,21,93,270,1,1.5428,5.99,Regular
4445695,2013-11-08 00:00:00,9,1103869,3503,367,21,93,270,1,1.5365,5.99,Regular
8931365,2013-11-08 00:00:00,15,1800612,3503,367,21,93,270,1,1.5378,5.99,Regular
11553526,2013-11-09 00:00:00,18,2287933,3503,367,21,93,270,1,1.5419,5.99,Regular
12167575,2013-11-09 00:00:00,20,2832932,3503,367,21,93,270,1,1.537,5.99,Regular
12167644,2013-11-09 00:00:00,20,2978581,3503,367,21,93,270,1,1.537,5.99,Regular
12169895,2013-11-09 00:00:00,20,2819870,3503,367,21,93,270,1,1.537,5.99,Regular
13095947,2013-11-09 00:00:00,21,3092945,3503,367,21,93,270,1,1.5512,5.99,Regular
14050426,2013-11-09 00:00:00,22,3373688,3503,367,21,93,270,1,1.539,5.99,Regular
15594602,2013-11-09 00:00:00,24,3844252,3503,367,21,93,270,1,1.5481,5.99,Regular
14779417,2013-11-09 00:00:00,23,1845179,3503,367,21,93,270,1,1.5502,5.99,Regular
16424374,2013-11-09 00:00:00,25,NULL,3503,367,21,93,270,1,1.5434,5.99,Regular
18857089,2013-11-09 00:00:00,29,4489509,3503,367,21,93,270,1,1.5549,5.99,Regular
21927144,2013-11-09 00:00:00,34,556982,3503,367,21,93,270,1,1.5535,5.99,Regular
22954918,2013-11-09 00:00:00,35,5147439,3503,367,21,93,270,1,1.5492,5.99,Regular
23672145,2013-11-09 00:00:00,36,5325268,3503,367,21,93,270,1,1.5316,5.99,Regular
23672589,2013-11-09 00:00:00,36,5296794,3503,367,21,93,270,1,1.5316,5.99,Regular
680529,2013-11-09 00:00:00,6,2236510,3503,367,21,93,270,1,1.5428,5.99,Regular
679041,2013-11-09 00:00:00,6,328915,3503,367,21,93,270,1,1.5428,5.99,Regular
677467,2013-11-09 00:00:00,6,108889,3503,367,21,93,270,1,1.5428,5.99,Regular
681083,2013-11-09 00:00:00,6,2196197,3503,367,21,93,270,1,1.5428,5.99,Regular
679630,2013-11-09 00:00:00,6,114197,3503,367,21,93,270,1,1.5428,5.99,Regular
2041298,2013-11-09 00:00:00,7,398642,3503,367,21,93,270,1,1.5367,5.99,Regular
2041289,2013-11-09 00:00:00,7,398560,3503,367,21,93,270,1,1.5367,5.99,Regular
2042226,2013-11-09 00:00:00,7,508958,3503,367,21,93,270,1,1.5367,5.99,Regular
4449798,2013-11-09 00:00:00,9,1040586,3503,367,21,93,270,1,1.5365,5.99,Regular
7216207,2013-11-09 00:00:00,12,1439766,3503,367,21,93,270,1,1.5463,5.99,Regular
7216387,2013-11-09 00:00:00,12,1441416,3503,367,21,93,270,1,1.5463,5.99,Regular
7780924,2013-11-09 00:00:00,13,1496349,3503,367,21,93,270,1,1.5431,5.99,Regular
8934581,2013-11-09 00:00:00,15,NULL,3503,367,21,93,270,1,1.5378,5.99,Regular
8936736,2013-11-09 00:00:00,15,NULL,3503,367,21,93,270,1,1.5378,5.99,Regular
12171091,2013-11-10 00:00:00,20,2870758,3503,367,21,93,270,1,1.537,5.99,Regular
12172003,2013-11-10 00:00:00,20,2758782,3503,367,21,93,270,1,1.537,5.99,Regular
14053765,2013-11-10 00:00:00,22,4092757,3503,367,21,93,270,1,1.539,5.99,Regular
14052316,2013-11-10 00:00:00,22,3280169,3503,367,21,93,270,1,1.539,5.99,Regular
14783651,2013-11-10 00:00:00,23,3562779,3503,367,21,93,270,1,1.5502,5.99,Regular
15594938,2013-11-10 00:00:00,24,8570,3503,367,21,93,270,1,1.5481,5.99,Regular
15594912,2013-11-10 00:00:00,24,8616,3503,367,21,93,270,1,1.5481,5.99,Regular
18858650,2013-11-10 00:00:00,29,5630504,3503,367,21,93,270,1,1.5549,5.99,Regular
20962668,2013-11-10 00:00:00,33,NULL,3503,367,21,93,270,1,1.545,5.99,Regular
22956503,2013-11-10 00:00:00,35,5160694,3503,367,21,93,270,1,1.5492,5.99,Regular
23673425,2013-11-10 00:00:00,36,3514861,3503,367,21,93,270,1,1.5316,5.99,Regular
25062420,2013-11-10 00:00:00,39,NULL,3503,367,21,93,270,1,1.5448,5.99,Regular
25062202,2013-11-10 00:00:00,39,NULL,3503,367,21,93,270,1,1.5448,5.99,Regular
225132,2013-11-10 00:00:00,5,98394,3503,367,21,93,270,1,1.5396,5.99,Regular
684617,2013-11-10 00:00:00,6,328987,3503,367,21,93,270,1,1.5428,5.99,Regular
2044383,2013-11-10 00:00:00,7,411334,3503,367,21,93,270,1,1.5367,5.99,Regular
2044655,2013-11-10 00:00:00,7,432429,3503,367,21,93,270,1,1.5367,5.99,Regular
3036555,2013-11-10 00:00:00,8,852013,3503,367,21,93,270,1,1.542,5.99,Regular
3036623,2013-11-10 00:00:00,8,852007,3503,367,21,93,270,1,1.542,5.99,Regular
3037034,2013-11-10 00:00:00,8,779241,3503,367,21,93,270,1,1.542,5.99,Regular
3038097,2013-11-10 00:00:00,8,NULL,3503,367,21,93,270,1,1.542,5.99,Regular
3037675,2013-11-10 00:00:00,8,820139,3503,367,21,93,270,1,1.542,5.99,Regular
4451360,2013-11-10 00:00:00,9,906675,3503,367,21,93,270,1,1.5365,5.99,Regular
6460917,2013-11-10 00:00:00,11,1280696,3503,367,21,93,270,1,1.5452,5.99,Regular
7218320,2013-11-10 00:00:00,12,1447860,3503,367,21,93,270,1,1.5463,5.99,Regular
7782935,2013-11-10 00:00:00,13,1521643,3503,367,21,93,270,1,1.5431,5.99,Regular
8940174,2013-11-10 00:00:00,15,1688853,3503,367,21,93,270,1,1.5378,5.99,Regular
8940209,2013-11-10 00:00:00,15,1688926,3503,367,21,93,270,1,1.5378,5.99,Regular
14054260,2013-11-11 00:00:00,22,3339638,3503,367,21,93,270,1,1.539,5.99,Regular
24645174,2013-11-11 00:00:00,38,5456348,3503,367,21,93,270,1,1.5408,5.99,Regular
685571,2013-11-11 00:00:00,6,329005,3503,367,21,93,270,1,1.5428,5.99,Regular
2047222,2013-11-11 00:00:00,7,461411,3503,367,21,93,270,1,1.5367,5.99,Regular
2047242,2013-11-11 00:00:00,7,461447,3503,367,21,93,270,1,1.5367,5.99,Regular
2047212,2013-11-11 00:00:00,7,461486,3503,367,21,93,270,1,1.5367,5.99,Regular
2047743,2013-11-11 00:00:00,7,5087071,3503,367,21,93,270,1,1.5367,5.99,Regular
3041923,2013-11-11 00:00:00,8,624341,3503,367,21,93,270,1,1.542,5.99,Regular
3041340,2013-11-11 00:00:00,8,852082,3503,367,21,93,270,1,1.542,5.99,Regular
3041342,2013-11-11 00:00:00,8,852065,3503,367,21,93,270,1,1.542,5.99,Regular
7219726,2013-11-11 00:00:00,12,1419581,3503,367,21,93,270,1,1.5463,5.99,Regular
7219966,2013-11-11 00:00:00,12,1386604,3503,367,21,93,270,1,1.5463,5.99,Regular
7785361,2013-11-11 00:00:00,13,5826178,3503,367,21,93,270,1,1.5431,5.99,Regular
7785272,2013-11-11 00:00:00,13,5826093,3503,367,21,93,270,1,1.5431,5.99,Regular
7785322,2013-11-11 00:00:00,13,5826107,3503,367,21,93,270,1,1.5431,5.99,Regular
8383194,2013-11-11 00:00:00,14,1648202,3503,367,21,93,270,1,1.5394,5.99,Regular
8941479,2013-11-11 00:00:00,15,1911161,3503,367,21,93,270,1,1.5373,5.99,Regular
8943166,2013-11-11 00:00:00,15,1851895,3503,367,21,93,270,1,1.5373,5.99,Regular
8942561,2013-11-11 00:00:00,15,1895955,3503,367,21,93,270,1,1.5373,5.99,Regular
10949182,2013-11-12 00:00:00,17,2135179,3503,367,21,93,270,1,1.545,5.99,Regular
11558428,2013-11-12 00:00:00,18,2325482,3503,367,21,93,270,1,1.5419,5.99,Regular
13106218,2013-11-12 00:00:00,21,3113631,3503,367,21,93,270,1,1.5404,5.99,Regular
13105562,2013-11-12 00:00:00,21,3045871,3503,367,21,93,270,1,1.5404,5.99,Regular
14057552,2013-11-12 00:00:00,22,5865311,3503,367,21,93,270,1,1.539,5.99,Regular
15599123,2013-11-12 00:00:00,24,13485,3503,367,21,93,270,1,1.5481,5.99,Regular
15597829,2013-11-12 00:00:00,24,3700250,3503,367,21,93,270,1,1.5481,5.99,Regular
16429229,2013-11-12 00:00:00,25,3888472,3503,367,21,93,270,1,1.5387,5.99,Regular
18410871,2013-11-12 00:00:00,28,4323583,3503,367,21,93,270,1,1.5372,5.99,Regular
18410699,2013-11-12 00:00:00,28,11897,3503,367,21,93,270,2,1.5372,5.39,Regular
18409954,2013-11-12 00:00:00,28,4337688,3503,367,21,93,270,1,1.5372,5.99,Regular
18411242,2013-11-12 00:00:00,28,4341528,3503,367,21,93,270,1,1.5372,5.99,Regular
18411191,2013-11-12 00:00:00,28,4341493,3503,367,21,93,270,3,1.5372,5.99,Regular
18409897,2013-11-12 00:00:00,28,4337702,3503,367,21,93,270,1,1.5372,5.99,Regular
20051786,2013-11-12 00:00:00,31,4771735,3503,367,21,93,270,1,1.5509,5.99,Regular
21933624,2013-11-12 00:00:00,34,13103,3503,367,21,93,270,1,1.5356,5.99,Regular
21933534,2013-11-12 00:00:00,34,13103,3503,367,21,93,270,1,1.5356,5.99,Regular
21933625,2013-11-12 00:00:00,34,13194,3503,367,21,93,270,1,1.5356,5.99,Regular
24146990,2013-11-12 00:00:00,37,3280113,3503,367,21,93,270,1,1.5372,5.99,Regular
24646143,2013-11-12 00:00:00,38,5458969,3503,367,21,93,270,1,1.5408,5.99,Regular
25065748,2013-11-12 00:00:00,39,1812392,3503,367,21,93,270,1,1.5397,5.99,Regular
25066503,2013-11-12 00:00:00,39,NULL,3503,367,21,93,270,1,1.5397,5.99,Regular
25753745,2013-11-12 00:00:00,40,3702192,3503,367,21,93,270,2,1.5425,5.99,Regular
688210,2013-11-12 00:00:00,6,5721959,3503,367,21,93,270,1,1.5428,5.99,Regular
3044467,2013-11-12 00:00:00,8,617279,3503,367,21,93,270,1,1.535,5.99,Regular
4457795,2013-11-12 00:00:00,9,883692,3503,367,21,93,270,1,1.5365,5.99,Regular
8947414,2013-11-12 00:00:00,15,1676336,3503,367,21,93,270,1,1.5371,5.99,Regular
10275973,2013-11-13 00:00:00,16,2070582,3503,367,21,93,270,1,1.5475,5.99,Regular
10950215,2013-11-13 00:00:00,17,8149,3503,367,21,93,270,1,1.545,5.99,Regular
13106580,2013-11-13 00:00:00,21,5847099,3503,367,21,93,270,1,1.5404,5.99,Regular
13108678,2013-11-13 00:00:00,21,3071378,3503,367,21,93,270,1,1.5404,5.99,Regular
13108683,2013-11-13 00:00:00,21,3071373,3503,367,21,93,270,1,1.5404,5.99,Regular
15600696,2013-11-13 00:00:00,24,3691005,3503,367,21,93,270,1,1.5391,5.99,Regular
19486262,2013-11-13 00:00:00,30,4027463,3503,367,21,93,270,1,1.5437,5.99,Regular
20053271,2013-11-13 00:00:00,31,4668671,3503,367,21,93,270,1,1.5433,5.99,Regular
20595695,2013-11-13 00:00:00,32,4845431,3503,367,21,93,270,1,1.5431,5.99,Regular
20969677,2013-11-13 00:00:00,33,607395,3503,367,21,93,270,1,1.5367,5.99,Regular
21936790,2013-11-13 00:00:00,34,426576,3503,367,21,93,270,1,1.5356,5.99,Regular
22961717,2013-11-13 00:00:00,35,5157629,3503,367,21,93,270,1,1.5407,5.99,Regular
22961812,2013-11-13 00:00:00,35,5225934,3503,367,21,93,270,1,1.5407,5.99,Regular
24147659,2013-11-13 00:00:00,37,5404960,3503,367,21,93,270,1,1.537,5.99,Regular
25068751,2013-11-13 00:00:00,39,5535405,3503,367,21,93,270,1,1.5397,5.99,Regular
