38,0,0,0,0,919,507,1133,930,5,31,0,0,30
39,709,1030,354,904,50,1,0,42,0,42,0,47,0
40,0,9,0,15,64,2,0,12,1197,1296,877,496,667
41,0,0,0,18,619,377,1149,408,15,10,0,0,23
42,1254,472,690,1169,145,57,0,146,2,20,0,34,146
43,0,0,0,0,556,1081,614,991,0,0,0,0,12
44,0,0,0,3,608,549,525,1226,1,3,9,0,44
45,0,0,0,1,662,1154,681,435,33,0,72,79,50
46,2,1,1,28,1041,1132,1294,1223,9,17,0,1,138
47,0,0,0,0,0,0,0,0,1154,725,403,867,742
48,21,0,0,0,451,1167,863,450,0,0,0,0,6
49,0,0,47,0,697,602,507,1111,0,0,0,0,0
50,1251,672,1092,711,42,9,0,70,0,3,0,0,70
51,,0,0,0,980,615,1291,797,1,35,0,0,51
52,690,1139,588,583,11,1,0,27,1,0,0,0,27
53,1243,840,508,502,10,0,0,60,60,0,0,0,0
54,0,,0,0,692,642,633,1002,31,17,0,0,28
55,439,515,669,364,71,0,0,20,0,10,0,0,14
56,0,0,0,6,1253,1282,328,1096,0,0,1,41,69
57,391,604,817,625,0,0,0,83,25,1,0,0,11
58,0,0,0,34,701,728,806,1261,0,4,0,0,70
59,872,724,576,811,43,0,0,65,0,3,0,0,45
60,0,0,0,0,69,53,0,55,1264,1018,879,543,793
61,0,0,0,0,852,467,1106,1254,0,6,41,0,31
62,587,761,935,1050,115,20,0,145,0,2,0,0,99
63,0,0,0,19,1094,993,911,568,0,5,0,0,1
64,507,842,1159,728,49,17,0,44,0,0,26,23,44
65,755,471,1263,363,30,5,0,129,118,1,70,0,73
66,1082,890,698,1237,51,17,0,63,0,60,0,0,56
67,-1,0,0,2,550,1129,740,1242,0,95,0,0,17
68,1,0,28,2,64,10,58,66,887,970,1252,1107,471
69,1294,393,493,562,105,0,0,98,1,3,0,83,98
70,1184,316,469,877,51,1,0,87,15,11,52,0,83
71,0,0,0,0,871,984,1146,993,41,7,0,0,54
72,47,47,5,0,15,0,0,99,644,371,1082,680,1043
73,0,-1,0,0,1216,608,1058,763,0,17,0,6,54
74,85,85,4,142,914,780,521,900,0,4,23,0,129
75,0,0,0,99,74,30,5,86,715,880,1220,1168,976
76,0,0,0,0,414,827,306,1053,0,38,0,0,68
77,341,1208,1086,1006,16,0,0,41,0,0,0,1,41
78,528,1182,835,608,64,21,0,90,88,0,0,84,53
79,0,0,32,3,0,36,0,4,783,907,500,1153,1299
80,1069,366,664,1220,62,37,0,53,0,0,0,0,20
81,145,144,143,0,50,22,21,79,752,644,789,396,448
82,20,20,0,22,655,649,638,1016,0,0,0,0,31
83,0,0,0,8,863,794,804,947,108,42,40,0,127
84,0,0,2,0,673,701,844,1029,7,2,0,0,4
85,1155,1005,854,1087,58,0,0,59,0,57,0,0,57
86,482,923,364,1017,35,7,3,26,19,10,35,0,19
87,364,1133,870,382,88,0,0,88,14,5,79,0,88
88,14,6,6,10,22,5,8,33,1018,407,960,1237,1247
89,668,466,1262,894,115,46,0,117,0,0,0,0,102
90,0,0,3,5,1356,841,591,720,152,147,0,2,165
91,1000,1248,497,330,0,0,0,54,17,54,100,0,0
92,1159,685,1221,579,48,0,0,29,0,0,0,0,29
93,87,87,0,0,15,0,0,54,502,749,1183,1334,400
94,-1,0,5,2,856,1006,1107,650,76,0,0,0,60
95,0,0,0,15,456,1159,872,806,0,63,18,0,94
96,992,1009,1027,705,2,1,0,45,45,2,0,0,0
97,4,0,3,0,43,0,0,30,797,868,1170,1008,852
98,43,43,0,0,808,916,1056,548,6,0,0,0,64
99,0,0,0,79,529,1202,978,1198,0,36,0,104,0
100,0,0,0,25,42,0,0,39,624,1295,491,540,1138
101,0,0,1,0,584,406,1277,880,0,16,2,0,8
102,0,0,0,0,132,0,0,116,1217,617,1166,414,1056
103,464,1020,575,1290,43,0,0,43,28,0,0,0,39
104,0,0,0,0,12,0,22,56,692,1055,523,715,1302
105,13,12,126,42,118,81,37,112,654,317,587,761,830
106,647,631,680,1296,49,17,0,39,0,2,0,0,35
107,0,-1,0,0,708,896,1110,986,0,11,0,22,60
108,866,1364,745,1088,126,3,0,74,5,62,0,90,6
109,0,0,0,96,107,36,0,122,603,740,1288,921,691
110,824,1048,1262,414,138,19,14,136,0,8,98,0,136
111,1252,1168,1083,1033,73,16,0,83,13,58,0,0,66
112,0,0,0,1,78,64,48,86,415,1128,1299,390,997
113,334,476,621,384,169,0,0,166,31,0,0,0,160
114,340,324,316,1300,65,12,0,41,0,4,0,0,20
115,688,659,630,1278,62,2,0,63,0,43,0,0,62
116,27,27,0,0,972,888,852,529,0,8,0,0,29
117,0,0,0,29,930,571,1247,1109,18,0,0,0,66
118,3,0,0,3,792,1221,612,938,1,0,0,0,22
119,18,0,27,0,136,0,0,88,696,776,336,935,1189
120,0,0,0,0,122,12,2,116,1087,1178,920,1224,413
121,0,0,1,0,1277,573,971,1357,1,2,0,0,109
122,0,0,0,0,1317,497,722,924,0,34,0,0,49
123,0,0,0,0,1245,874,506,1007,10,2,0,0,10
124,0,0,0,0,584,942,1215,481,0,0,0,0,11
125,0,0,0,1,1238,1103,1069,1152,61,11,0,0,78
126,7,7,0,12,399,488,614,753,21,2,0,0,33
127,64,9,0,4,23,38,0,19,1044,420,1177,1131,1061
128,472,466,489,455,59,2,2,63,0,7,0,0,62
129,51,51,13,0,877,525,1160,673,57,1,,0,34
130,0,0,39,0,544,388,303,1024,73,0,0,,2
131,902,660,359,536,85,30,0,7,0,0,26,1,7
132,734,1033,332,531,68,11,0,76,75,0,0,0,61
133,754,314,880,584,78,0,0,73,30,1,0,7,70
134,0,0,0,20,1181,1258,415,889,0,12,0,0,29
135,36,35,1,6,58,12,1,56,888,371,1275,447,1266
136,1173,493,813,694,55,44,49,52,0,51,0,0,3
137,366,1012,660,424,31,0,0,55,54,0,0,0,47
138,0,0,0,0,22,1,0,54,808,875,431,1008,749
139,0,0,23,46,770,942,1147,389,0,2,0,0,82
140,0,0,0,1,62,0,10,73,1197,1241,735,1271,1061
141,980,754,528,1095,85,7,24,102,91,0,0,109,92
142,1192,959,728,908,41,2,1,53,0,21,0,0,51
143,647,1283,923,1055,26,7,0,127,16,1,0,35,123
144,443,911,503,1026,4,0,0,38,12,0,54,23,25
145,7,0,0,1,1151,526,937,966,37,12,0,0,62
146,0,0,0,0,121,1,0,69,799,926,934,1031,1003
147,0,0,1,0,67,0,0,69,598,432,732,970,964
148,0,0,0,0,1197,645,1168,1254,0,0,0,71,71
149,1300,1031,762,583,31,0,0,60,46,4,0,0,26
150,0,0,0,0,425,1001,592,988,0,0,23,0,0
151,0,0,0,0,1218,673,1223,737,0,5,0,103,132
152,665,1267,870,939,70,20,5,85,11,9,0,40,84
153,2,2,0,2,979,862,789,824,37,9,0,1,29
154,0,0,0,0,131,1,92,131,1160,1158,501,410,805
155,1033,1158,1310,1036,66,4,0,69,68,0,0,1,20
156,1208,974,740,587,49,1,1,55,24,13,0,0,38
157,0,0,0,40,5,0,0,48,706,1175,1033,1129,1006
158,327,993,660,439,106,27,0,116,106,15,0,0,109
159,1293,350,410,816,51,13,3,48,18,26,0,33,19
160,7,7,0,32,402,564,762,605,1,26,49,2,44
161,1016,1218,524,1222,14,3,1,58,0,33,0,0,25
162,727,376,1025,458,62,0,4,49,1,19,0,0,43
163,545,1245,941,738,22,6,0,72,70,0,0,9,24
164,579,578,576,575,26,0,1,22,0,0,5,55,15
165,858,1084,310,1128,22,0,0,42,0,0,63,0,42
166,1086,842,599,460,8,39,0,145,0,0,0,31,118
167,377,632,891,724,79,2,6,92,1,0,0,0,92
168,0,0,0,0,518,465,455,1115,0,0,0,0,0
169,1081,999,918,1264,30,32,4,57,0,1,0,0,54
170,0,0,0,7,144,65,0,61,1037,1214,847,569,664
171,991,1058,1123,834,10,5,0,7,0,0,3,0,7
172,1176,1265,368,1081,32,1,0,66,30,20,0,0,32
173,0,0,1,3,1286,1141,971,1341,1,2,53,87,106
174,0,0,4,62,1036,659,416,1059,131,63,0,0,115
175,1281,866,523,1174,100,0,5,38,0,0,0,0,38
176,0,0,0,4,29,0,0,57,1308,798,703,879,1184
177,1,0,56,0,632,1178,752,1249,35,1,0,0,96
178,962,1294,662,516,24,5,0,47,0,0,0,0,47
179,0,0,0,0,1187,894,643,864,0,47,0,0,38
180,1032,1197,392,1139,97,37,0,97,29,0,0,1,88
181,2,0,0,3,808,540,332,1239,0,10,0,2,22
182,0,0,0,0,52,22,1,49,747,707,1219,630,940
183,0,0,8,0,71,5,0,66,1245,391,1000,682,870
184,1005,680,370,818,20,0,0,47,0,6,4,0,45
185,2,0,0,0,1249,304,431,1195,0,13,0,0,13
186,0,0,0,19,1063,1158,1282,736,34,0,0,0,9
187,1051,497,946,1245,2,8,2,24,0,0,0,1,2
188,24,0,14,27,27,51,0,15,1076,359,572,955,1192
189,0,0,0,0,43,2,1,42,430,1012,545,1175,1208
190,0,0,0,2,101,8,1,93,465,450,1190,421,1152
191,1,1,44,3,772,509,317,615,0,22,0,0,79
192,11,41,5,46,150,33,44,144,411,1043,362,601,1125
193,477,671,866,444,132,62,0,118,10,3,0,126,113
194,871,486,1101,844,50,1,0,42,2,9,79,0,32
195,8,2,33,48,598,981,401,1048,0,0,0,29,16
196,0,0,3,0,59,19,21,53,1106,789,832,1179,866
197,800,510,1294,359,36,0,0,81,0,0,0,0,60
198,562,605,647,355,22,9,1,25,13,15,0,24,22
199,0,0,0,37,126,89,36,128,1002,1047,1153,343,1322
200,420,1153,885,706,41,4,0,37,0,8,0,0,35
201,1,0,0,58,100,94,50,78,1144,715,893,856,558
202,647,906,1191,338,70,11,0,59,0,0,0,16,44
203,477,564,678,708,39,8,0,40,27,32,0,0,37
204,0,0,0,7,61,1,0,98,544,608,897,739,1128
205,903,649,345,842,0,0,0,0,0,0,0,73,0
206,0,0,0,0,985,1140,315,591,102,0,3,3,116
207,3,2,142,40,852,1115,370,661,0,4,0,9,58
208,62,62,62,0,935,1242,553,1117,0,0,0,0,24
209,0,0,0,8,38,0,0,41,1207,925,987,424,545
210,0,0,0,0,1234,1218,1201,1235,45,1,0,0,0
211,1051,463,874,483,20,16,0,26,0,20,1,0,24
212,768,413,1058,488,25,0,0,62,60,0,0,0,11
213,0,0,1,54,967,1129,355,1248,0,65,68,0,63
214,774,1258,742,1064,69,45,5,56,0,0,0,0,0
215,320,1213,1107,1095,62,25,6,52,0,0,0,0,52
216,1176,607,1037,325,16,1,0,94,0,0,0,34,0
217,773,739,713,348,9,0,13,51,51,0,0,0,21
218,7,0,4,0,874,435,1023,1137,29,19,0,12,37
219,1237,1109,991,1240,46,11,0,56,56,0,1,0,17
220,17,17,0,5,1203,463,795,1167,142,0,0,0,92
221,0,0,0,0,979,1094,1241,367,0,0,0,0,20
222,0,0,26,0,31,12,1,53,642,604,813,533,477
223,621,1284,947,733,2,0,0,43,24,0,2,79,16
224,739,337,934,999,98,4,0,106,46,15,0,23,106
225,416,664,894,755,78,37,0,92,0,25,60,0,78
226,948,1020,1092,807,20,6,3,10,0,0,91,0,9
227,1061,860,642,509,30,1,0,28,0,12,0,16,25
228,0,0,0,0,64,0,0,90,392,661,547,1089,580
229,428,1248,1067,613,112,3,0,113,1,0,0,114,60
230,0,0,0,0,620,1115,673,1122,61,30,0,0,75
231,877,1173,468,334,106,36,0,100,0,0,0,0,100
232,559,785,1006,824,69,0,0,51,,0,57,5,49
233,395,663,930,456,20,1,0,12,0,2,0,0,3
234,805,324,843,530,47,9,1,25,0,2,0,0,24
235,36,36,0,0,0,0,0,3,716,831,1167,1061,335
236,669,1122,576,577,35,0,4,39,3,10,58,0,35
237,35,0,8,0,820,881,1003,840,0,0,0,0,75
238,919,906,893,1218,42,0,0,71,0,2,78,0,71
239,1,0,5,30,885,431,943,359,3,6,0,,43
240,0,0,0,3,448,1097,864,1158,0,0,0,0,117
241,1015,860,705,1269,110,18,0,133,0,0,0,0,133
242,16,16,11,27,884,1076,1267,447,0,5,4,0,36
243,768,968,1171,973,66,0,0,66,0,0,0,0,66
244,0,0,0,92,1051,1025,854,873,0,25,0,0,60
245,379,1281,1184,787,2,0,0,47,0,38,0,0,0
246,0,0,0,0,1031,425,851,893,0,12,0,24,39
247,0,0,0,0,1144,521,944,928,0,0,29,8,40
248,0,0,31,3,598,1308,1065,638,0,0,0,17,18
249,0,0,0,0,822,1168,514,746,1,0,0,0,1
250,0,0,3,1,53,0,49,57,412,608,503,996,507
251,0,0,0,0,28,0,0,46,921,817,500,607,356
252,566,975,385,995,70,13,0,77,17,0,0,0,75
253,0,0,0,91,779,875,975,1174,41,15,0,0,91
254,29,29,0,0,862,937,1038,500,21,7,66,0,63
255,0,0,3,67,746,969,1196,679,0,0,0,23,0
256,561,474,302,911,73,40,1,89,0,0,0,42,62
257,0,0,0,0,667,596,524,1192,0,9,0,0,40
258,6,6,35,4,959,1071,1215,729,2,0,0,0,66
259,552,373,1195,409,69,3,,89,74,29,8,0,43
260,0,0,0,0,0,0,0,129,1059,1248,890,627,1212
261,1256,537,817,739,0,0,0,26,2,1,0,0,0
262,1167,763,360,791,69,35,4,70,29,17,0,4,61
263,1,0,0,0,48,0,3,35,615,379,1203,909,650
264,1,0,0,0,14,7,0,76,1248,1046,387,629,1060
265,0,0,0,11,666,647,710,1169,89,7,0,0,45
266,927,781,634,1225,50,68,0,98,21,68,0,0,65
267,0,0,0,0,66,0,0,47,446,594,707,951,1308
268,689,412,1135,617,50,38,1,50,0,0,0,0,50
269,937,468,1006,683,6,3,0,12,0,0,0,0,12
270,0,0,1,0,34,0,0,42,770,404,607,636,1225
271,963,761,560,758,73,73,0,44,0,10,48,0,41
272,15,15,0,8,412,495,620,406,0,0,0,0,34
273,886,571,1256,445,81,66,0,100,74,13,77,0,58
274,0,0,0,77,1130,1003,834,846,0,11,0,0,78
275,0,0,0,18,1137,450,786,851,0,22,0,0,139
276,0,0,0,0,789,476,1162,1286,0,0,0,0,0
277,478,711,941,1102,10,0,0,21,0,5,37,0,1
278,19,5,6,12,648,496,368,1389,104,4,0,29,28
279,0,0,0,40,78,1,0,57,939,370,702,1294,417
280,0,0,0,0,95,92,15,97,1149,936,1046,563,699
281,0,0,0,17,1264,331,418,1229,1,1,0,0,68
282,0,0,111,125,1335,1159,949,1332,0,97,0,110,127
283,67,67,0,8,432,948,500,896,0,0,0,0,24
284,0,0,0,0,509,1255,1071,1032,0,40,0,75,78
285,0,0,0,65,113,11,74,114,509,652,1253,942,1174
286,1174,968,762,630,45,16,0,54,7,12,0,46,47
287,19,4,0,0,374,490,614,737,12,8,0,0,16
288,400,424,448,804,32,1,0,81,1,25,0,0,71
289,0,0,0,0,893,766,669,684,5,0,21,0,68
290,590,870,1168,1017,29,0,0,33,0,0,0,0,31
291,487,324,1162,386,100,0,1,108,87,52,0,0,106
292,523,600,678,1074,100,26,0,98,0,5,0,0,80
293,2,0,0,88,1331,958,658,893,54,72,63,50,87
294,0,0,0,0,408,437,460,957,0,0,0,0,106
295,1252,593,933,495,78,55,0,64,0,0,0,0,64
296,865,438,1013,446,167,23,0,167,36,50,0,0,154
297,685,593,503,1157,123,15,0,111,30,5,0,0,103
298,0,0,42,0,57,0,0,57,1196,362,1236,694,680
299,1017,484,926,1237,3,0,0,93,0,0,0,0,91
300,0,0,0,31,30,16,19,35,1125,1172,923,1210,339
301,0,0,0,7,68,23,0,73,346,431,1253,698,689
302,0,0,18,0,4,0,0,28,918,817,485,605,345
303,475,1130,779,1217,44,1,0,7,0,0,0,0,2
304,886,1249,664,832,85,12,1,67,0,37,47,0,47
305,1196,358,509,952,26,0,0,39,39,0,0,0,16
306,0,0,0,74,1293,582,839,440,0,14,0,0,55
307,0,0,7,5,1184,901,715,652,13,0,119,0,90
308,0,0,0,0,71,5,8,118,866,1011,1140,354,1322
309,19,19,10,16,56,34,4,80,711,554,443,1263,937
310,0,0,30,0,1217,919,650,510,0,0,0,0,39
311,0,0,0,0,76,0,0,82,1033,994,458,941,762
312,0,0,9,4,41,3,1,43,657,1093,449,1042,1142
313,556,610,666,375,108,1,0,102,0,0,0,0,102
314,0,0,0,9,1240,1232,314,1147,14,29,0,0,100
315,87,87,56,0,627,907,1292,911,0,44,0,0,64
316,0,0,1,7,1261,877,516,1008,0,4,0,0,56
317,1213,996,779,644,25,12,0,53,51,0,0,0,27
318,0,0,0,0,609,1176,769,865,0,0,14,0,12
319,0,0,0,117,1398,1226,1137,522,0,18,0,0,86
320,679,400,1120,614,67,16,24,69,36,0,0,0,68
321,0,0,0,0,846,1279,720,370,23,0,38,0,0
322,71,71,0,61,1171,537,955,632,0,2,0,0,0
323,0,0,0,0,0,0,0,83,1177,595,659,431,773
324,0,0,0,0,1169,886,759,1167,114,37,96,0,121
325,,0,0,0,1228,802,442,977,0,0,0,0,91
326,573,987,515,751,168,0,0,166,0,47,22,0,166
327,1107,340,574,397,23,0,0,9,0,0,1,0,9
328,943,953,964,308,35,0,11,77,4,5,15,0,77
329,1,1,0,113,50,0,0,54,680,1296,1075,514,888
330,1239,460,682,1162,48,12,0,48,0,23,0,0,48
331,949,874,848,1085,55,13,0,52,0,0,0,0,52
332,67,63,0,0,1282,872,504,1391,9,3,0,0,55
333,0,0,0,0,1212,628,1128,887,0,0,0,0,66
334,898,957,1016,410,27,0,0,33,15,28,0,0,14
335,5,0,49,49,1009,1040,1029,1052,0,0,0,0,3
336,4,0,1,16,669,367,1068,540,33,34,27,0,33
337,1205,1222,1201,546,105,0,20,114,105,102,0,3,107
338,984,577,1169,1259,70,20,0,78,49,52,0,0,61
339,0,0,0,68,72,0,67,72,1084,699,694,928,693
340,348,829,311,1374,84,0,0,1,0,0,0,5,0
341,110,110,1,0,96,51,0,99,662,1042,827,812,1318
342,1066,1039,1013,662,0,0,0,0,0,0,0,0,0
343,1156,926,767,875,153,16,6,151,131,46,0,0,126
344,0,0,0,0,1238,497,769,1359,21,10,0,0,61
345,0,,0,0,429,524,625,1081,0,0,0,6,54
346,1085,782,478,944,50,0,0,50,1,0,0,4,49
347,0,0,0,0,1337,315,337,418,0,0,63,0,64
348,1176,429,682,1183,161,118,0,160,0,0,0,25,160
349,1000,473,955,935,5,12,0,109,17,9,0,0,29
350,0,0,0,1,1265,327,402,844,17,1,0,47,57
351,0,0,0,0,118,0,0,98,1065,595,1000,659,778
352,0,0,5,1,10,0,0,77,1144,721,1196,989,440
353,0,0,46,2,478,464,457,461,0,3,0,47,4
354,2,0,0,9,810,722,675,987,0,27,0,9,43
355,4,0,127,0,1036,808,581,1151,54,0,0,0,5
356,21,21,0,17,685,1093,576,601,0,6,0,0,33
357,26,24,10,41,851,913,1069,1164,7,34,0,0,61
358,0,0,0,0,425,741,1059,955,1,0,0,0,10
359,6,6,0,26,13,10,0,16,763,923,1273,1207,458
360,343,755,1196,453,45,0,1,67,6,31,63,0,67
361,1137,742,461,431,113,0,0,117,0,24,0,0,107
362,0,0,48,34,416,555,747,1270,0,0,0,0,47
363,763,728,693,675,0,11,0,15,0,0,10,24,0
364,11,0,63,0,119,0,0,116,483,716,522,982,570
365,0,0,0,0,37,1,0,38,1303,434,807,759,527
366,1220,907,597,390,49,0,0,43,42,0,0,0,8
367,8,0,0,0,850,1124,1286,805,0,19,0,0,8
368,,0,0,0,806,871,1029,896,0,0,0,0,64
369,20,20,5,0,406,338,1288,635,44,0,0,0,17
370,993,1027,1061,1089,43,12,0,41,21,0,0,0,30
371,716,410,1113,569,42,0,0,46,0,5,0,1,45
372,0,0,0,109,96,107,0,124,775,673,614,467,1151
373,0,0,0,0,703,1286,870,1297,0,0,54,0,27
374,1,0,33,0,972,925,897,586,0,0,0,0,0
375,1131,752,372,1131,41,25,0,103,0,7,0,0,103
376,0,0,0,0,159,0,24,159,654,545,423,1257,531
377,8,8,0,0,548,1188,846,672,0,8,0,0,49
378,56,56,0,1,154,30,0,28,1033,1092,905,1370,311
379,0,0,0,10,435,742,998,1231,9,7,0,1,38
380,3,0,3,57,732,984,1277,1140,0,0,0,2,0
381,1263,446,628,419,115,37,0,112,65,0,0,0,99
382,1036,1095,1155,528,0,2,0,83,0,0,0,0,83
383,0,0,0,0,448,1225,987,882,0,0,0,8,29
384,0,0,0,0,29,7,0,42,975,410,462,1239,523
385,35,18,0,0,88,12,0,79,1190,476,706,1092,394
386,0,0,23,7,567,571,622,710,47,23,0,40,45
387,1179,876,562,1044,63,0,0,83,0,0,0,0,83
388,0,,0,0,402,775,1163,484,0,2,0,73,6
389,2,2,0,0,66,0,13,90,772,688,1212,488,911
390,1246,690,1134,782,58,1,0,49,0,21,0,44,42
391,0,0,32,37,1107,821,561,1111,0,6,0,33,54
392,0,0,0,29,786,741,737,484,71,0,0,1,57
393,29,29,9,32,383,1234,1106,748,0,30,0,0,58
394,0,0,0,1,39,6,0,90,418,567,474,1003,457
395,453,1090,727,552,0,0,0,50,0,11,0,38,45
396,0,0,0,0,62,0,1,72,1247,570,597,307,1158
397,837,664,490,1169,119,6,0,135,0,0,0,0,132
398,0,0,0,15,1401,928,466,1200,22,56,0,0,87
399,59,59,0,0,1,4,0,30,452,1275,413,1028,483
400,0,0,0,5,732,480,1309,592,9,69,0,0,70
401,1,1,0,0,809,424,1080,528,2,5,0,63,2
402,0,0,0,100,0,0,0,99,900,842,1126,660,1197
403,1,1,13,0,1140,719,410,1280,0,0,0,47,74
404,56,56,9,0,23,3,0,52,1020,750,811,1125,1271
405,0,0,0,2,847,981,1153,1347,52,73,0,1,23
406,1022,982,1000,1248,60,13,0,54,1,5,0,0,53
407,862,568,1274,411,0,0,0,78,0,78,0,0,0
408,0,0,0,2,1317,930,536,1001,42,0,2,32,34
409,555,448,341,936,18,42,0,29,0,28,0,84,2
410,5,0,0,0,36,2,1,36,367,1050,1059,411,601
411,0,0,0,0,1217,1004,801,375,0,0,0,0,43
412,0,0,0,1,55,58,0,49,1036,661,410,992,1318
413,32,32,0,34,836,779,708,1030,0,0,0,33,24
414,625,997,369,980,60,2,1,91,17,0,0,57,91
415,1182,528,874,440,1,1,0,80,11,17,2,0,75
416,2,2,12,0,878,1211,614,958,0,1,70,3,76
417,604,899,1195,807,86,14,7,18,0,0,0,60,18
418,0,0,0,0,942,1207,457,1029,0,2,0,0,34
419,0,0,0,26,1,0,0,91,630,800,678,1140,708
420,7,7,1,0,1180,965,792,758,68,0,0,0,48
421,0,0,2,9,57,0,3,54,1092,858,672,373,636
422,45,45,0,47,51,39,26,51,1160,1237,543,388,737
423,0,0,0,0,1128,497,910,1256,0,0,0,0,68
424,19,19,0,25,27,13,0,46,1200,567,593,322,1157
425,0,0,0,3,650,461,1283,1222,19,26,0,18,29
426,0,0,6,39,1123,802,553,794,0,0,0,8,10
427,1217,1102,988,578,45,15,0,37,0,0,0,0,37
428,0,0,0,1,29,0,0,59,644,1119,477,1065,1184
429,0,0,0,1,1158,522,854,827,0,0,0,0,59
430,0,0,0,0,20,0,0,74,596,1186,356,327,1018
431,0,0,4,0,22,11,0,55,603,1219,686,494,445
432,963,1230,510,1030,95,74,5,69,0,0,0,0,58
433,71,71,0,146,1127,811,442,1066,154,7,0,0,162
434,4,4,2,49,1156,1230,396,584,0,0,0,0,84
435,1,1,0,5,1306,582,888,458,1,6,0,0,29
436,22,22,52,0,626,1186,727,471,0,6,0,0,25
437,1116,1019,947,594,103,13,0,36,0,0,0,0,36
438,0,0,0,14,772,994,1223,418,0,4,1,0,30
439,0,0,0,10,1278,823,379,1158,0,30,0,0,66
440,0,0,0,0,1245,1057,867,455,44,0,0,0,5
441,0,0,0,0,728,697,671,641,0,3,0,0,35
442,0,0,1,66,803,388,996,836,1,9,0,0,73
443,1,0,2,3,1004,754,502,1070,0,11,0,0,68
444,0,0,2,1,907,783,626,1301,32,6,0,0,64
445,0,0,1,9,899,731,628,1285,46,12,0,0,38
446,0,0,0,1,51,0,0,60,438,1311,1168,986,663
447,17,17,0,0,1193,990,849,497,32,75,31,2,75
448,0,0,4,0,9,0,0,78,1275,752,1169,863,881
449,0,0,25,0,555,1261,967,831,0,20,0,0,0
450,0,0,0,0,81,0,0,81,1244,690,1028,580,1266
451,1,0,14,19,886,952,971,1064,0,4,0,0,63
452,0,0,0,1,844,949,1095,935,0,22,0,0,72
453,581,451,321,1284,110,0,0,63,20,0,0,6,49
454,0,0,0,28,982,896,869,1251,15,8,0,0,55
455,0,0,20,7,41,0,0,33,788,446,1158,718,1056
456,5,5,0,53,668,1131,635,1005,3,0,4,8,18
457,0,0,0,0,5,0,0,81,1162,882,978,472,1055
458,0,0,0,3,50,9,4,49,1287,598,623,1217,611
459,0,0,0,3,1264,478,789,427,73,10,0,0,104
460,0,0,0,114,812,797,754,1200,0,19,8,0,88
461,1113,344,574,394,91,0,0,92,9,52,0,0,92
462,0,0,0,0,488,936,413,847,0,0,0,0,116
463,3,3,6,14,27,17,0,32,1093,693,1147,906,889
464,0,1,15,0,1430,1015,475,1339,103,0,0,0,137
465,0,0,0,43,1334,1036,753,1315,9,23,62,0,59
466,0,0,0,13,24,1,18,18,561,1183,670,421,878
467,2,0,5,5,20,4,0,67,378,750,991,432,1145
468,806,704,603,1201,51,36,7,51,23,49,24,0,50
469,465,463,461,1125,50,0,0,60,0,0,95,0,60
470,0,0,11,0,541,355,1139,1060,0,0,0,0,42
471,775,440,1104,1216,125,28,0,103,0,2,0,4,85
472,0,0,0,0,383,338,1294,961,17,0,0,0,20
473,0,0,3,0,3,1,0,22,1236,1302,887,433,637
474,427,459,493,846,83,21,1,102,0,18,0,0,102
475,0,0,0,0,1082,544,1025,421,11,0,0,0,74
476,0,0,0,2,39,0,0,51,1251,1177,827,953,714
