E50E0490069,16-20岁,女,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,3.6,2.4,2.2,2,2.4,2.2,2.2,17.35,9,34.5,89,0.15
E50E04904B4,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.4,2.4,2.4,2.2,4.4,2.2,2.4,17.85,9,36.4,85,2.15
E50E0490504,26-35岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.6,0.2,2.2,2,4.8,2.2,2.2,17.35,9,33.7,75,2.15
E50E049057B,26-35岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.2,2.4,2.4,2,4.4,2.2,2.2,17.35,9,35.3,84,2.15
E50E0490776,36-45岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.6,2.4,2.2,2,4.4,2.2,2.4,17.55,9,35.9,84,2.15
E50E04907B4,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.2,2.4,2.4,2,4.4,2.2,2.2,17.55,9,35.5,83,2.15
E50E0490C79,26-35岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.6,2.4,2.4,2.2,4.4,4.2,4.2,19.35,9,41.9,87,6.15
E50E0494047,26-35岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.6,3.4,17.5,9,36.85,88,2.15
E50E049406C,26-35岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.2,17.35,9,35.1,81,2.15
E50E0494490,16-20岁,女,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.4,2.2,2.4,2.2,4.4,2.2,2.4,17.75,9,36.1,90,2.15
E50E0494EC8,21-25岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.35,2.2,2.2,2.2,2.4,4.6,2.2,17.55,9,35.85,94,0.3
E50E049B0CC,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.4,2.6,2.2,2,2.4,2.2,2.4,17.35,9,33.7,86,0.15
E50E049B407,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,3,2.4,2.2,2,4.6,2.4,2.4,17.55,9,36.7,90,2.15
E50E049B447,56-65岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,3,2.6,2.2,2,4.4,2.2,2.2,17.55,9,36.3,89,2.15
E50E049B5E0,56-65岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.6,0.2,2.4,2,4.4,2.2,2.2,17.95,9,34.1,74,2.15
E50E049B978,36-45岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.4,2.2,2.2,2.2,4.4,2.4,2.2,17.35,9,35.5,84,2.15
E50E049B9EE,26-35岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.6,2.2,2.4,17.55,9,35.7,86,2.15
E50E049BEE5,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.6,2.4,2.4,2,4.4,2.2,2.2,17.35,9,35.7,86,2.15
E50E049C00B,21-25岁,女,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.2,17.35,9,35.1,80,2.15
E50E049C5C8,21-25岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.4,2.4,2.2,17.95,9,36.3,84,2.15
E50E049C6B8,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.2,2.2,2.4,2.2,4.4,2.2,2.2,17.35,9,35.3,82,2.15
E50E049C966,26-35岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.4,2.2,2.4,2.4,4.4,2.2,2.2,17.35,9,35.7,83,2.15
E50E049C96E,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.4,2.2,2.4,17.35,9,35.7,83,2.15
E50E049C9BB,21-25岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.8,2.2,2.2,2.2,4.6,2.6,2.4,17.35,9,36.5,86,2.15
E50E049CB89,46-55岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.4,17.35,9,35.3,82,2.15
E50E049CC95,16-20岁,女,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.4,2.2,2.4,2.2,2.4,2.2,2.2,17.75,9,33.9,82,0.15
E50E049CEBB,21-25岁,男,A卡类型,CF公司,2010-02-15 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.4,2.2,17.35,9,35.3,81,2.15
E50E049E080,46-55岁,女,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,3.6,0.2,2.2,2,4.4,2.2,2.2,17.95,9,34.9,77,2.15
E50E049E485,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.2,2.4,2.4,2,4.4,2.2,2.2,17.75,9,35.7,83,2.15
E50E049E4B4,46-55岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.8,2.4,2.2,2.2,4.4,2.4,2.2,17.55,9,36.3,86,2.15
E50E049E57C,26-35岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.2,2.4,2.2,2,4.4,2.2,2.2,17.55,9,35.3,85,2.15
E50E049E5B4,21-25岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,3,2.4,2.2,2,4.4,2.2,2.2,17.35,9,35.9,86,2.15
E50E049E5E0,56-65岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,3,2.6,2.2,2,4.4,2.2,2.4,17.75,9,36.7,88,2.15
E50E049E60E,56-65岁,女,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.2,2.4,2.4,2,4.4,2.2,2.2,17.35,9,35.3,89,2.15
E50E049E706,26-35岁,男,A卡类型,ZF公司,2010-02-15 00:00:00,10,0.15,2.8,2.4,2.2,2,4.4,4.4,4.2,19.35,9,41.9,86,6.15
E50E04B0046,21-25岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0,4.6,2.6,4.2,2.2,2.2,2.6,6,18.4,72,2
E50E04B060C,26-35岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0,2.8,2.2,4.4,2.2,2,2,6,15.6,65,2
E50E04B089E,21-25岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0.2,4.6,0.2,4.6,0,0,0.2,5,9.8,43,2
E50E04B0975,26-35岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0,2.4,1.8,4.2,2.2,2.2,2.4,6,15.2,59,2
E50E04B0BEB,21-25岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0,4.8,2.6,4.2,2.2,6.6,1.8,6,22.2,76,2
E50E04B4054,16-20岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.2,17.35,9,35.1,83,2.15
E50E04B4057,16-20岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.6,2.4,17.55,9,35.7,91,2.15
E50E04B4060,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.6,0,17.35,8,33.1,72,2.15
E50E04B4066,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.2,2.4,3.8,17.75,9,37.5,92,2.15
E50E04B40BB,拒答,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.6,4.2,4.4,19.75,9,41.9,82,6.15
E50E04B40CC,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.6,0,17.75,8,33.5,75,2.15
E50E04B40EE,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.2,2.4,2.2,17.55,9,35.1,79,2.15
E50E04B44E7,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.6,2.2,17.35,9,35.3,82,2.15
E50E04B454B,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.4,2.4,17.35,9,35.3,84,2.15
E50E04B4594,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.6,2.2,2.4,17.35,9,35.5,84,2.15
E50E04B45B4,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.4,17.35,9,35.3,87,2.15
E50E04B465B,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.2,2.2,2.2,17.5,9,34.85,82,2.15
E50E04B46C4,16-20岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,0,17.55,8,32.9,71,2.15
E50E04B47BE,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.4,2.2,2.2,2.2,4.4,2.2,2.2,17.35,9,35.3,83,2.15
E50E04B48E0,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.55,9,35.1,84,2.15
E50E04B48EC,46-55岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.4,17.55,9,35.3,81,2.15
E50E04B4904,56-65岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.4,2.2,17.55,9,35.3,83,2.15
E50E04B4946,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.95,9,35.5,80,2.15
E50E04B497C,16-20岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.55,9,35.1,81,2.15
E50E04B49B5,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.4,4.2,4.2,19.35,9,40.9,81,6.15
E50E04B4B49,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.2,2.2,2.4,17.35,9,35.5,87,2.15
E50E04B4B6B,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.4,17.35,9,35.3,85,2.15
E50E04B4BE4,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,3.8,2.2,2.2,17.35,9,34.5,85,2.15
E50E04B4C49,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.4,2.2,4.6,2.2,2.4,17.35,9,35.7,90,2.15
E50E04B4C58,16-20岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.3,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.55,9,35.25,80,2.3
E50E04B4C5C,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.4,2.2,17.35,9,35.1,83,2.15
E50E04B4E04,36-45岁,女,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0,5.2,2.6,2.4,2.2,6.8,1.8,6,21,86,0
E50E04B4E05,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.8,2.2,3.4,17.35,9,36.7,91,2.15
E50E04B4E08,36-45岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.35,9,34.9,85,2.15
E50E04B4EB4,56-65岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0,5.6,3.4,4.6,2.2,2.4,2,6,20.2,86,2
E50E04B5060,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.35,9,34.9,82,2.15
E50E04B507C,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.4,17.35,9,35.1,84,2.15
E50E04B5097,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.4,2.2,4.4,2.2,2.4,17.35,9,35.5,87,2.15
E50E04B50E0,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.4,0,17.35,8,32.9,72,2.15
E50E04B54B0,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.2,2.2,2.2,17.55,9,35.5,83,2.15
E50E04B54EE,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.2,2.2,2.4,17.55,9,35.7,88,2.15
E50E04B5506,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.4,17.35,9,35.1,82,2.15
E50E04B554B,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,5.6,2.2,0,17.55,8,34.3,78,2.15
E50E04B55B9,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,1.8,2.2,2.2,2.2,4.2,2.2,2.4,17.55,9,34.9,81,2.15
E50E04B55EB,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.6,2.2,0,17.35,8,33.5,76,2.15
E50E04B56B9,56-65岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.2,17.55,9,35.3,88,2.15
E50E04B5756,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.4,4.4,4.6,19.35,9,42.1,85,6.15
E50E04B575B,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.2,2.4,2.6,17.35,9,35.3,85,2.15
E50E04B576E,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.4,17.55,9,35.3,84,2.15
E50E04B578E,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.4,17.35,9,35.3,88,2.15
E50E04B57CE,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.4,2.2,17.15,9,34.9,85,2.15
E50E04B5809,21-25岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.15,2.2,2.2,2.2,4.4,2.2,2.4,17.35,9,35.25,84,2.3
E50E04B5877,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,18.35,9,35.9,84,2.15
E50E04B58B5,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.2,2.2,2.4,17.35,9,35.5,83,2.15
E50E04B58C8,16-20岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,0,17.35,8,32.9,71,2.15
E50E04B58CC,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,1.8,2.2,2.2,2.2,4.6,2.4,2.4,17.35,9,35.3,87,2.15
E50E04B58E4,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.4,0,17.35,8,32.9,71,2.15
E50E04B594B,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2,2.2,2.2,4.4,2.2,2.2,17.55,9,35.1,82,2.15
E50E04B5998,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.4,2.4,17.35,9,35.3,87,2.15
E50E04B5B67,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.2,17.35,9,35.1,83,2.15
E50E04B5B6C,21-25岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.6,2.2,2.2,17.35,9,35.3,85,2.15
E50E04B5B70,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.2,17.55,9,35.3,85,2.15
E50E04B5B74,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.4,1.8,2.2,17.55,9,34.7,84,2.15
E50E04B5B75,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.2,2.6,2.4,17.55,9,35.5,86,2.15
E50E04B5BE6,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2,2.2,4.4,2.2,2.6,17.35,9,35.3,84,2.15
E50E04B5E74,46-55岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.4,2.2,2.2,2.2,4.2,2.4,2.2,17.35,9,35.3,85,2.15
E50E04B5EC6,36-45岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.4,2.4,17.55,9,35.5,95,2.15
E50E04B6004,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.6,2.2,2.2,2.2,4.4,2.2,2.4,17.35,9,35.7,88,2.15
E50E04B60B5,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,0,17.35,8,32.7,69,2.15
E50E04B60C8,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.6,2.2,17.35,9,35.3,85,2.15
E50E04B6408,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,0,17.35,8,32.7,72,2.15
E50E04B6459,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.2,2.4,2.4,17.35,9,35.1,82,2.15
E50E04B647B,36-45岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.4,17.55,9,35.5,86,2.15
E50E04B6494,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.4,2.2,2.2,2.2,4.4,2.2,0,17.35,8,33.1,72,2.15
E50E04B64C9,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.4,2.4,2.2,17.95,9,35.7,80,2.15
E50E04B656C,46-55岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.6,2.4,17.35,9,35.7,86,2.15
E50E04B6589,21-25岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,2.6,2.4,2.6,17.55,9,34.1,75,2.15
E50E04B65BB,21-25岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.4,2.2,2.4,2.2,4.2,2.4,2.2,17.55,9,35.7,86,2.15
E50E04B65C6,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.6,2.4,2.6,17.95,9,36.5,92,2.15
E50E04B6606,46-55岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,2.4,2.2,2.2,17.55,9,33.3,87,0.15
E50E04B6679,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.6,2.2,2.2,17.35,9,35.3,82,2.15
E50E04B6B4E,36-45岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.2,17.35,9,35.1,82,2.15
E50E04B6B59,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.4,17.55,9,35.5,89,2.15
E50E04B6B80,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.2,17.35,9,35.1,89,2.15
E50E04B6B94,21-25岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.75,9,35.3,83,2.15
E50E04B6C6B,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.4,17.35,9,35.3,83,2.15
E50E04B6C77,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,4.2,2,19.35,9,38.9,71,6.15
E50E04B6C84,16-20岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.2,2.4,17.95,9,35.9,87,2.15
E50E04B6C8E,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.2,2.4,2.2,17.35,9,34.9,81,2.15
E50E04B6CC0,26-35岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.35,9,34.9,81,2.15
E50E04B6E5E,26-35岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,0,2.2,2.2,4.2,2.4,2.2,17.35,8,32.9,77,2.15
E50E04B6E97,16-20岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.4,2.4,2.2,17.35,9,35.3,84,2.15
E50E04B6EBB,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.6,17.35,9,35.3,88,2.15
E50E04B6ECE,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2,2.2,2.2,2.2,4.2,2.6,2.4,17.55,9,35.5,84,2.15
E50E04BB047,36-45岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0,3.6,2.6,4.2,2.2,2,2,6,16.6,68,2
E50E04BB800,56-65岁,男,A卡类型,NF公司,2008-07-25 00:00:00,29,2.2,2.2,2.2,0,2.2,4.2,10.2,10.2,2.4,8,35.8,170,4
E50E04BC47E,36-45岁,女,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0.2,4.8,0.2,4.8,0,0.2,0.2,6,10.4,43,2
E50E04BC4C7,26-35岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0,2.2,0.2,2,0.2,0,0.2,5,4.8,22,2
E50E04BC654,36-45岁,女,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0.2,2.2,0.2,4.4,0,0,0.2,5,7.2,27,2
E50E04BC86C,21-25岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.2,2.2,17.55,9,35.1,89,2.15
E50E04BC954,21-25岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.4,2.2,2.2,2.2,4.2,2.4,2.4,17.55,9,35.7,83,2.15
E50E04BC9B4,16-20岁,女,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.4,2.2,4.6,2.2,2.6,17.35,9,35.9,88,2.15
E50E04BC9B8,36-45岁,男,A卡类型,ZF公司,2010-02-17 00:00:00,10,0.15,2.2,2.2,2.2,2.2,4.2,2.8,2.4,17.55,9,35.9,88,2.15
E50E04BCB6B,26-35岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0.2,2.2,0.2,4.6,0,0.2,0.2,6,7.6,30,2
E50E04BE480,26-35岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0.2,2.8,0.2,4.4,2.2,2.2,2.2,7,14.2,54,2
E50E04BE58E,36-45岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0.2,4.2,0.2,4,0,0,0.2,5,8.8,38,2
E50E04BE759,21-25岁,男,A卡类型,CF公司,2010-04-25 00:00:00,8,0,0,0.2,2.2,0.2,4.2,2.2,6.6,2,7,17.6,49,2
